,xs,ys,label
0,39.08304977416992,-14.738653182983398,38
1,15.471652030944824,2.4112067222595215,21
2,-22.979839324951172,20.654264450073242,7
3,-15.404990196228027,8.57574462890625,2
4,38.87696075439453,11.279111862182617,5
5,37.367454528808594,-15.461374282836914,38
6,3.64105224609375,-26.408374786376953,22
7,34.096153259277344,11.21823787689209,5
8,-0.5760207772254944,-26.356801986694336,16
9,-21.963632583618164,-5.037165641784668,2
10,-8.600407600402832,-3.5385048389434814,10
11,-18.336769104003906,32.130104064941406,6
12,-15.043569564819336,13.388235092163086,7
13,-21.376365661621094,26.54449462890625,8
14,18.526851654052734,-32.92801284790039,14
15,5.110196113586426,-23.61667251586914,17
16,-19.11492347717285,10.75783634185791,0
17,14.112932205200195,-33.013980865478516,13
18,-32.11473846435547,-6.631561756134033,29
19,34.524112701416016,-12.968353271484375,37
20,9.379185676574707,23.87661361694336,26
21,-20.412790298461914,18.463542938232422,7
22,-36.05906677246094,3.0934009552001953,9
23,4.110776424407959,-25.67999839782715,22
24,13.78487777709961,-26.838232040405273,17
25,14.472536087036133,31.12982749938965,21
26,-16.982698440551758,2.100985288619995,0
27,10.302581787109375,12.17542552947998,24
28,-37.91537094116211,1.632644772529602,9
29,-15.058626174926758,-6.329320907592773,18
30,10.540093421936035,11.338217735290527,32
31,6.73249626159668,-26.24382209777832,22
32,-5.90640926361084,-9.697929382324219,18
33,3.5498404502868652,-18.94956398010254,26
34,5.869970798492432,6.264084339141846,26
35,14.638894081115723,-27.193431854248047,17
36,10.621959686279297,-2.7364327907562256,32
37,-23.494565963745117,-12.70058536529541,27
38,-37.19919204711914,-22.961313247680664,28
39,-5.513779640197754,22.19998550415039,31
40,36.639286041259766,9.644421577453613,5
41,38.65447998046875,7.033985137939453,3
42,12.024535179138184,-8.61217975616455,30
43,-4.786813735961914,-14.091461181640625,18
44,-25.408180236816406,-23.607179641723633,1
45,-2.448058605194092,27.606595993041992,31
46,-23.421083450317383,-7.010982513427734,1
47,19.937589645385742,9.897734642028809,12
48,30.307771682739258,11.077916145324707,4
49,-2.353510618209839,31.15245246887207,12
50,12.93389892578125,-1.9723920822143555,30
51,-2.3024604320526123,27.75571060180664,26
52,12.057560920715332,11.317416191101074,17
53,-7.0770583152771,-9.430817604064941,10
54,-13.581769943237305,15.988385200500488,7
55,-29.084453582763672,6.78865385055542,11
56,23.594409942626953,-6.416511058807373,13
57,10.773731231689453,29.050508499145508,15
58,-9.323100090026855,-6.277011871337891,9
59,31.484487533569336,12.662493705749512,4
60,12.775407791137695,-30.101009368896484,13
61,16.38651466369629,-31.814491271972656,14
62,-23.957454681396484,-13.513081550598145,1
63,-37.86594772338867,-0.3940463066101074,9
64,17.00457763671875,11.678107261657715,15
65,8.446063995361328,-15.347261428833008,24
66,-9.390341758728027,-1.079281210899353,25
67,35.369110107421875,12.613750457763672,5
68,11.965142250061035,33.12947082519531,21
69,14.399181365966797,22.14088249206543,32
70,17.877065658569336,14.520686149597168,15
71,5.38162899017334,14.716029167175293,33
72,3.409240961074829,-18.246410369873047,26
73,9.621359825134277,23.575363159179688,26
74,-19.10162353515625,12.317890167236328,2
75,10.334383964538574,-2.507606029510498,24
76,13.923771858215332,-32.561981201171875,13
77,-36.85379409790039,-6.795419216156006,19
78,-34.96006774902344,-16.543136596679688,29
79,-13.426188468933105,18.732635498046875,8
80,-23.32334327697754,24.307395935058594,8
81,14.266680717468262,-37.6111946105957,13
82,-26.048206329345703,-23.572887420654297,1
83,21.517711639404297,-3.5011584758758545,13
84,4.846142768859863,-3.041104793548584,26
85,-30.97795295715332,3.2263901233673096,9
86,18.946308135986328,-23.634002685546875,12
87,-17.240589141845703,0.4657418429851532,0
88,35.458106994628906,13.962679862976074,4
89,12.53796672821045,-4.7562994956970215,30
90,6.012964725494385,-24.865718841552734,22
91,-33.70011520385742,-10.91804313659668,29
92,12.886246681213379,-12.51656436920166,21
93,-23.5550594329834,-6.967229843139648,1
94,-0.5937057733535767,23.206438064575195,32
95,13.530141830444336,-31.787086486816406,13
96,-6.225541591644287,-6.480700492858887,18
97,-19.29669761657715,12.2271089553833,2
98,17.1876277923584,-31.52100372314453,14
99,16.811859130859375,-5.103494644165039,15
100,32.706172943115234,-14.281044960021973,37
101,44.523353576660156,8.05485725402832,3
102,-38.28105926513672,-22.883726119995117,28
103,-9.451611518859863,-1.6043492555618286,25
104,-25.674684524536133,-24.620845794677734,1
105,5.9093217849731445,17.68587303161621,33
106,1.554673194885254,-26.96139907836914,22
107,-2.6417276859283447,-26.21546745300293,16
108,-18.320878982543945,30.70075798034668,6
109,-19.853168487548828,30.30127716064453,6
110,16.81720542907715,12.67946720123291,15
111,-8.110974311828613,-19.906301498413086,10
112,-22.692657470703125,0.5916139483451843,27
113,-7.994052410125732,14.733256340026855,34
114,-18.620681762695312,11.934639930725098,0
115,-36.70509338378906,-22.503149032592773,28
116,6.412621974945068,-23.159704208374023,23
117,15.845187187194824,-37.02299499511719,14
118,30.164634704589844,-15.338069915771484,37
119,11.391185760498047,19.246389389038086,26
120,44.05440139770508,7.505574703216553,3
121,-31.598697662353516,4.050144195556641,9
122,-4.366457462310791,24.9748592376709,31
123,-13.665244102478027,24.952774047851562,6
124,-36.072906494140625,-20.32039451599121,28
125,-22.34109115600586,-8.044898986816406,2
126,-15.731001853942871,-2.7313318252563477,34
127,-34.178070068359375,-19.595577239990234,27
128,-7.562237739562988,15.613677024841309,34
129,13.497623443603516,11.8650541305542,23
130,34.706268310546875,14.663211822509766,4
131,-11.407355308532715,-18.713085174560547,20
132,12.370227813720703,-33.65733337402344,13
133,9.98930835723877,6.293765068054199,32
134,-37.8838005065918,-22.496089935302734,28
135,-20.998300552368164,29.001623153686523,6
136,36.08557891845703,16.373655319213867,5
137,15.654692649841309,9.442031860351562,13
138,5.79323148727417,6.49431848526001,26
139,35.238731384277344,-16.56399154663086,38
140,15.123608589172363,1.1852856874465942,21
141,3.559516429901123,31.077234268188477,32
142,46.632572174072266,-12.983695030212402,36
143,2.6573171615600586,-22.319671630859375,16
144,-1.8408799171447754,-26.535585403442383,16
145,-31.749454498291016,4.071019649505615,9
146,43.22937774658203,-20.29863929748535,37
147,-34.98571014404297,-10.910128593444824,29
148,0.27823755145072937,31.047460556030273,23
149,36.519412994384766,6.42807674407959,3
150,19.389387130737305,-21.84200096130371,12
151,13.533981323242188,-36.761959075927734,13
152,-31.05305290222168,3.6349759101867676,9
153,36.607948303222656,8.182738304138184,3
154,10.096712112426758,29.364299774169922,15
155,2.872255802154541,-24.794414520263672,22
156,8.775510787963867,-2.44413161277771,23
157,6.449404239654541,6.206742763519287,16
158,-33.084835052490234,-15.754077911376953,27
159,7.575199604034424,4.628688812255859,22
160,11.142144203186035,23.985483169555664,24
161,-0.4865679144859314,-27.100475311279297,16
162,32.98427963256836,11.565770149230957,4
163,-22.110422134399414,-4.887490749359131,2
164,18.908334732055664,-23.696840286254883,12
165,-36.34529495239258,9.718329429626465,25
166,-1.4178578853607178,-30.56424331665039,13
167,37.764095306396484,-16.927453994750977,38
168,-12.084349632263184,-21.044429779052734,25
169,0.5819889903068542,19.6469783782959,35
170,-37.033714294433594,-21.922744750976562,28
171,42.67893600463867,-15.802165985107422,36
172,-35.75382614135742,-18.256803512573242,28
173,-14.493605613708496,9.489802360534668,2
174,10.746307373046875,33.69110870361328,21
175,11.340104103088379,-4.90034818649292,24
176,37.364559173583984,10.413520812988281,5
177,5.470037937164307,16.696792602539062,33
178,11.420430183410645,26.432605743408203,23
179,-21.380168914794922,-4.801730155944824,0
180,32.50230026245117,7.176753520965576,5
181,14.219361305236816,-37.63824462890625,13
182,-24.25243377685547,-14.356053352355957,28
183,43.86848449707031,-19.07634162902832,37
184,13.021203994750977,-1.6158007383346558,30
185,36.48075866699219,-18.991867065429688,36
186,45.65214157104492,-14.651708602905273,36
