,xs,ys,label
0,6.231131553649902,-42.012046813964844,036
1,11.436615943908691,6.210417747497559,035
2,-0.5493878126144409,17.39741325378418,019
3,-27.382280349731445,-28.05328941345215,014
4,-20.424678802490234,25.83553123474121,022
5,31.194181442260742,15.724640846252441,028
6,5.623550891876221,-27.683923721313477,037
7,19.14626121520996,-1.5643703937530518,002
8,15.821624755859375,-7.358560562133789,000
9,30.417802810668945,-6.259730339050293,007
10,-12.984591484069824,11.801607131958008,021
11,-9.8923978805542,22.097511291503906,030
12,39.45442199707031,-3.4998443126678467,004
13,26.364349365234375,3.3005545139312744,002
14,-12.329792976379395,20.740741729736328,030
15,-31.846616744995117,28.60287857055664,021
16,-40.62112045288086,-9.719527244567871,013
17,7.7383503913879395,-37.072044372558594,036
18,-14.877285957336426,23.49553871154785,032
19,9.766190528869629,12.52138900756836,035
20,-21.190279006958008,0.747195303440094,020
21,-9.369522094726562,-14.045072555541992,009
22,16.024843215942383,24.518108367919922,034
23,10.517335891723633,-27.17628288269043,037
24,11.912671089172363,6.041688919067383,035
25,-11.198247909545898,10.12160587310791,021
26,-3.219766855239868,7.727870941162109,032
27,21.681476593017578,-14.016592025756836,006
28,28.34087371826172,17.393301010131836,028
29,-42.27716827392578,-10.797470092773438,013
30,23.747037887573242,19.39778709411621,029
31,-16.783388137817383,17.630800247192383,018
32,-26.961008071899414,-28.303468704223633,014
33,-20.02773094177246,19.997772216796875,026
34,-1.1940408945083618,21.46776580810547,019
35,-9.74654769897461,-19.92352867126465,015
36,15.524127960205078,5.269676685333252,034
37,5.532556056976318,16.54136848449707,033
38,41.291603088378906,-4.084181308746338,004
39,-37.7752799987793,6.391982555389404,016
40,6.385723114013672,17.94160270690918,033
41,-38.776573181152344,7.370193958282471,016
42,52.47370147705078,-9.146469116210938,003
43,-0.15591475367546082,16.35797882080078,025
44,-38.97211837768555,8.828192710876465,016
45,-13.394720077514648,-21.44198226928711,015
46,15.380470275878906,5.109325885772705,034
47,-31.306964874267578,28.046611785888672,021
48,-16.559085845947266,17.82781219482422,018
49,-0.6428005695343018,4.694108963012695,033
50,-0.39897772669792175,24.09733009338379,025
51,8.790228843688965,16.02337074279785,035
52,31.061655044555664,-5.745725154876709,007
53,-22.6381893157959,-21.926488876342773,017
54,-28.180007934570312,-26.716964721679688,014
55,-15.977526664733887,28.49822998046875,023
56,25.56919288635254,4.9659199714660645,001
57,12.544306755065918,3.970937490463257,034
58,3.010723829269409,-36.80408477783203,038
59,-28.639928817749023,-0.5727680325508118,020
60,-13.809219360351562,-9.362810134887695,011
61,14.18970775604248,20.501541137695312,034
62,13.652666091918945,2.3766305446624756,034
63,22.657310485839844,19.005691528320312,029
64,-12.802021026611328,22.62105369567871,032
65,-32.746158599853516,10.595198631286621,025
66,32.95902633666992,8.666000366210938,001
67,-35.6475830078125,15.180490493774414,022
68,-32.75844192504883,23.23381805419922,023
69,-24.574880599975586,-18.334308624267578,015
70,16.02569580078125,3.4712538719177246,034
71,3.9315497875213623,-35.7504997253418,038
72,-14.455458641052246,-21.924962997436523,015
73,-17.910297393798828,-27.499492645263672,012
74,2.874237298965454,-34.50645446777344,038
75,9.183785438537598,14.882896423339844,035
76,17.373212814331055,6.099094390869141,028
77,-21.692546844482422,12.978616714477539,016
78,-21.213550567626953,15.757050514221191,018
79,24.543720245361328,5.748655796051025,001
80,25.539764404296875,-5.297142505645752,007
81,22.42715835571289,-10.239885330200195,008
82,19.526241302490234,18.38204002380371,027
83,11.690091133117676,6.123711585998535,035
84,-17.186609268188477,16.841684341430664,020
85,-17.24492645263672,-9.459161758422852,011
86,19.107826232910156,0.3009180724620819,002
87,-24.983675003051758,26.32883071899414,030
88,-16.63080596923828,28.55433464050293,023
89,-11.719079971313477,18.1460018157959,024
90,26.811782836914062,-1.7840056419372559,000
91,-23.106891632080078,1.818544864654541,018
92,-2.289746046066284,14.986416816711426,020
93,-29.81488037109375,23.078367233276367,023
94,-11.947970390319824,-26.265052795410156,012
95,28.532377243041992,-13.365926742553711,008
96,15.64894962310791,19.7264347076416,027
97,-28.3934383392334,18.2623291015625,032
98,32.17646026611328,-19.226272583007812,008
99,5.212733745574951,-28.09804344177246,037
100,-18.293437957763672,-19.480113983154297,017
101,-38.89596939086914,6.188783168792725,016
102,-2.265061616897583,27.00214195251465,025
103,-10.833403587341309,22.40206527709961,030
104,-21.72581672668457,19.7653751373291,026
105,-27.856250762939453,1.7092304229736328,018
106,25.723413467407227,19.511486053466797,029
107,-10.769516944885254,-25.23418617248535,012
108,16.95089340209961,24.68571662902832,027
109,-14.187403678894043,-26.520009994506836,012
110,25.686975479125977,5.450595855712891,001
111,-20.417015075683594,-10.81307601928711,011
112,4.306851387023926,-35.040252685546875,038
113,-3.0226643085479736,24.210233688354492,019
114,-12.44304084777832,-10.607879638671875,011
115,-34.682273864746094,16.002243041992188,022
116,19.328161239624023,-5.791301250457764,000
117,-19.153772354125977,29.07846450805664,021
118,-22.69798469543457,1.8663991689682007,018
119,11.847574234008789,21.67068862915039,035
120,16.310020446777344,23.443071365356445,027
121,-8.50550365447998,16.76788902282715,024
122,-18.051639556884766,-21.42477035522461,015
123,-5.5064473152160645,6.188038349151611,024
124,-23.76115608215332,6.102671146392822,033
125,-29.590707778930664,1.1926383972167969,020
126,25.765384674072266,18.7723331451416,029
127,17.45233154296875,23.278175354003906,027
128,40.02328109741211,-4.141096591949463,004
129,-29.538423538208008,3.3033652305603027,020
130,-16.78770637512207,-11.464309692382812,011
131,39.78550338745117,-4.395289421081543,004
132,27.737144470214844,-14.496960639953613,008
133,18.154550552368164,7.863512992858887,027
134,18.918546676635742,-4.218554496765137,000
135,26.094341278076172,4.916813373565674,001
136,41.576011657714844,-5.027956962585449,004
137,-40.08721923828125,6.8328938484191895,016
138,27.737567901611328,-12.380101203918457,008
139,-6.758552074432373,18.354190826416016,020
140,5.321079730987549,-29.485551834106445,037
141,40.77535629272461,-3.6885383129119873,004
142,23.81808090209961,18.576807022094727,029
143,-20.079866409301758,-4.270863056182861,010
144,24.894527435302734,-6.659015655517578,007
145,28.306676864624023,-4.785421371459961,007
146,-12.112417221069336,11.039566993713379,021
147,-29.223094940185547,0.2079465538263321,020
148,-26.809402465820312,3.5898149013519287,019
149,25.498355865478516,1.1035072803497314,002
150,-13.24815845489502,12.14529037475586,021
151,-14.22312068939209,-28.23218536376953,014
152,-13.308796882629395,-20.32745933532715,015
153,-16.739900588989258,17.695934295654297,018
154,32.98801040649414,7.34002685546875,001
155,26.298295974731445,2.9347169399261475,002
156,-0.09771933406591415,-14.277584075927734,012
157,19.716510772705078,4.65348482131958,028
158,22.348894119262695,-14.496846199035645,006
159,-29.865413665771484,0.45212510228157043,020
160,44.14215087890625,-9.078542709350586,005
161,5.120348930358887,-40.89780807495117,036
162,-26.13254737854004,-1.520072340965271,010
163,18.94545555114746,0.17242233455181122,002
164,30.02703285217285,15.349475860595703,028
165,12.34146785736084,12.661961555480957,034
166,-36.765804290771484,9.002388000488281,016
167,33.65220642089844,-20.29563331604004,008
168,-41.147804260253906,-9.385563850402832,013
169,21.799640655517578,-10.472434997558594,008
170,18.409334182739258,20.79043960571289,028
171,-18.635784149169922,-9.255760192871094,011
172,-35.67273712158203,15.172988891601562,022
173,3.213690757751465,-31.769832611083984,038
174,32.97175979614258,7.623001575469971,001
175,-12.784354209899902,23.41008949279785,032
176,31.24976921081543,14.890938758850098,028
177,-2.3910744190216064,23.106000900268555,019
178,-20.51488494873047,1.0204224586486816,020
179,-22.0587215423584,2.8163411617279053,019
180,-37.53729248046875,8.598021507263184,016
181,-5.27236270904541,22.962514877319336,020
182,-1.0558985471725464,18.9355411529541,019
183,-26.049768447875977,4.206915855407715,019
184,3.8547279834747314,-32.68587112426758,038
185,19.791486740112305,0.9302618503570557,001
186,-27.545732498168945,-25.70399284362793,014
187,-14.668037414550781,-13.031733512878418,009
188,-13.857465744018555,-14.085644721984863,009
189,-2.071140766143799,25.99395751953125,025
190,25.74934959411621,1.43012273311615,002
191,-13.115459442138672,-9.747045516967773,011
192,-5.588655471801758,19.628692626953125,018
193,-8.505334854125977,-12.574664115905762,009
194,-11.88367748260498,-25.78759002685547,012
195,3.722572088241577,19.033893585205078,033
196,1.8993682861328125,-0.5165297389030457,031
197,-23.18670082092285,-27.364171981811523,014
198,11.250411987304688,-27.62308120727539,037
199,-26.60602378845215,3.5022964477539062,019
200,30.400861740112305,-5.131495952606201,007
201,30.224157333374023,-8.018630027770996,007
202,28.572311401367188,-5.712744235992432,007
203,21.924659729003906,-11.697853088378906,008
204,-26.569856643676758,2.975550651550293,019
205,27.553485870361328,1.7505497932434082,002
206,-29.806791305541992,23.093191146850586,023
207,-13.914820671081543,-11.736684799194336,009
208,2.871593475341797,-34.38175582885742,038
209,-12.415262222290039,11.361141204833984,021
210,8.318634986877441,-35.875797271728516,036
211,6.833332061767578,-28.7163028717041,037
212,5.849050521850586,17.256059646606445,033
213,-25.63117790222168,-2.173140525817871,010
214,30.056241989135742,-6.515750885009766,007
215,-35.927978515625,14.607826232910156,022
216,16.686738967895508,-6.537879467010498,000
217,30.01185417175293,-7.534830570220947,007
218,5.854177474975586,-40.69293212890625,036
219,5.718807220458984,-33.16046142578125,038
220,-10.184536933898926,8.969454765319824,021
221,-37.96352005004883,9.195843696594238,016
222,-28.83867645263672,20.93361473083496,022
223,30.35692024230957,-6.74629545211792,007
224,-14.060090065002441,-26.849123001098633,012
225,17.79529571533203,-1.5427924394607544,002
226,3.489527702331543,2.035952568054199,031
227,28.517662048339844,17.1243896484375,028
228,17.667598724365234,22.395706176757812,027
229,-10.455606460571289,21.587146759033203,030
230,-9.382572174072266,-13.194293022155762,009
231,-11.912568092346191,-12.909976959228516,009
232,-41.92131423950195,-10.422595977783203,013
233,-35.12754821777344,23.887348175048828,026
234,-5.089289665222168,5.798215389251709,024
